keikhlasan,sad
kejahatan,sad
kejam,sad
kejamnya,sad
kekalahan,sad
kekeliruan,sad
kekerasan,sad
kekosongan,sad
kekurangan,sad
kekuranganku,sad
kekuranganmu,sad
kelabu,sad
kelam,sad
kelaparan,sad
kelelahan,sad
kelemahanmu,sad
keliru,sad
keluh,sad
kemarahan,sad
kematian,sad
kemiskinan,sad
kemunafikan,sad
kemurkaan,sad
kenang,sad
kenangan,sad
kenangannya,sad
kendala,sad
kepalsuan,sad
kepasrahan,sad
kepedihan,sad
kepergianmu,sad
kepikiran,sad
keraguan,sad
keraguanku,sad
kerinduan,sad
kerugian,sad
kerusuhan,sad
kesabaranku,sad
kesadaran,sad
kesahku,sad
kesahmu,sad
kesakitan,sad
kesal,sad
kesalahan,sad
kesalahanku,sad
kesalahanmu,sad
kesedihan,sad
kesel,sad
kesendirian,sad
kesepian,sad
kesepianku,sad
kesetiaan,sad
kesetiaanmu,sad
kesombongan,sad
ketakutanmu,sad
keterlaluan,sad
ketidakberdayaan,sad
khianati,sad
khianatiku,sad
khilaf,sad
khilafku,sad
kritik,sad
kuatkan,sad
kuatkanlah,sad
kuawali,sad
kubisikkan,sad
kuhadapi,sad
kuingkari,sad
kuiringkan,sad
kujalani,sad
kukuhkanlah,sad
kulepas,sad
kulupakan,sad
kuragu,sad
kurang,sad
kurangkan,sad
kurasa,sad
kurasakan,sad
kurelakan,sad
kuserahkan,sad
kutempuh,sad
kutukan,sad
lalui,sad
lama,sad
lama,sad
lamaan,sad
lamanya,sad
lambat,sad
lantas,sad
larang,sad
larangan,sad
larangannya,sad
larutkan,sad
layak,sad
layaknya,sad
lelah,sad
lelahku,sad
lelahmu,sad
lepas,sad
lepaskan,sad
lepaskan,sad
lesu,sad
lewat,sad
lewati,sad
lewatkan,sad
lindungi,sad
lindungilah,sad
lirih,sad
luka,sad
luka,sad
lukai,sad
lukaku,sad
luluh,sad
luluhkan,sad
lunglai,sad
lupa,sad
lupain,sad
lupakan,sad
lupakan,sad
lupakanlah,sad
lupakanmu,sad
luput,sad
luruh,sad
maaf,sad
maafin,sad
maafkan,sad
maafkanlah,sad
maafku,sad
mahal,sad
maksiat,sad
mampu,sad
mampu,sad
mampukah,sad
mampus,sad
mantan,sad
mantanku,sad
mantanmu,sad
masalah,sad
masih,sad
masihkah,sad
matilah,sad
matimu,sad
matre,sad
maumu,sad
maunya,sad
mautmu,sad
melalui,sad
melambungkan,sad
melamun,sad
melanda,sad
melanggar,sad
melawan,sad
melayang,sad
melebihi,sad
melek,sad
melepas,sad
melepaskan,sad
melepaskanmu,sad
melepasmu,sad
mellow,sad
melukai,sad
melukaiku,sad
melulu,sad
meluluhkan,sad
meluluhkanku,sad
melumpuhkan,sad
melupakan,sad
melupakanku,sad
melupakanmu,sad
melupakannya,sad
memaafkan,sad
memahami,sad
memahami,sad
memainkanmu,sad
memaki,sad
memaksa,sad
memaksakan,sad
memaksaku,sad
membakar,sad
membalas,sad
membantuku,sad
membenci,sad
membenciku,sad
membencimu,sad
membiarkan,sad
membingungkan,sad
membingungkanmu,sad
membiru,sad
membisu,sad
membohongi,sad
membuang,sad
memburu,sad
memisahkan,sad
memohon,sad
memori,sad
mempermainkan,sad
memutar,sad
menahan,sad
menangggung,sad
menangis,sad
menangis,sad
menanti,sad
menantimu,sad
menantimu,sad
menatap,sad
menatapku,sad
menatih,sad
mencair,sad
mencampakkan,sad
mencurangi,sad
mencuri,sad
menderita,sad
menderu,sad
mendua,sad
menduakan,sad
menduakanku,sad
mendusta,sad
mendustaimu,sad
menerjang,sad
menerka,sad
menerpa,sad
menertawakan,sad
mengadu,sad
mengakhiri,sad
mengakuinya,sad
mengalah,sad
mengampuni,sad
menganggapku,sad
mengayuh,sad
mengcewakanmu,sad
mengenang,sad
mengetuk,sad
mengganggu,sad
menggantikan,sad
menggapai,sad
menggemaskan,sad
menggila,sad
menghancurkan,sad
menghantuiku,sad
menghargai,sad
menghentikanmu,sad
menghilang,sad
menghilang,sad
menghitam,sad
mengingat,sad
mengingat,sad
mengingatkan,sad
mengingkari,sad
mengingkari,sad
mengingkarinya,sad
mengiris,sad
mengkhianati,sad
mengkhianatiku,sad
mengoyak,sad
meninggalkan,sad
meninggalkanku,sad
meninggalkanmu,sad
menipu,sad
menjauh,sad
menjauhi,sad
menumpuk,sad
menunggu,sad
menungguku,sad
menunggumu,sad
menunggunya,sad
menyakiti,sad
menyakitiku,sad
menyakitimu,sad
menyakitkan,sad
menyerah,sad
menyerah,sad
menyeru,sad
menyesal,sad
menyesalkah,sad
menyiksa,sad
menyiksaku,sad
menyimpan,sad
menyombongkan,sad
meracuni,sad
meragukan,sad
merana,sad
merindu,sad
merindukan,sad
merindukanmu,sad
merintangi,sad
merusak,sad
merusakkan,sad
meyakinkan,sad
meyakinkanmu,sad
miris,sad
muak,sad
munafik,sad
mungkin,sad
mungkinkah,sad
mungkinku,sad
murah,sad
murahan,sad
nalarmu,sad
nangis,sad
neraka,sad
ngambek,sad
paham,sad
pahami,sad
pahamilah,sad
pahit,sad
palsu,sad
pamit,sad
panas,sad
panasnya,sad
pasrahkan,sad
pasti,sad
pasti,sad
patah,sad
patahkan,sad
peduli,sad
pedulikan,sad
pedulikanku,sad
pemaaf,sad
penantian,sad
penantian,sad
penantianku,sad
pencarian,sad
pencarianku,sad
pencuri,sad
pendam,sad
pengakuan,sad
pengampun,sad
pengganti,sad
penggantimu,sad
penggoda,sad
pengorbanan,sad
pengorbananku,sad
pengorbananmu,sad
penipu,sad
penjahat,sad
penyesalanku,sad
perasaan,sad
perasaanku,sad
perdebatan,sad
pergi,sad
pergi,sad
pergilah,sad
perhatian,sad
perhatianmu,sad
perhatiannya,sad
perhatikan,sad
perih,sad
perpisahan,sad
pertahankan,sad
pertahankan,sad
pertanda,sad
pertanyaanmu,sad
pertengkaran,sad
pertikaian,sad
pilihan,sad
pilihanmu,sad
pilu,sad
pilunya,sad
prasangka,sad
puas,sad
punah,sad
pungkiri,sad
pungkiri,sad
putus,sad
putusin,sad
putuskan,sad
ragu,sad
ragukan,sad
rapuh,sad
rasa,sad
rasa,sad
rasakan,sad
rasaku,sad
rela,sad
relakan,sad
relakan,sad
remuk,sad
remukkan,sad
restu,sad
rindu,sad
rindu,sad
rindukan,sad
rindukanmu,sad
rinduku,sad
rindumu,sad
risau,sad
sabar,sad
sabarin,sad
sabarku,sad
sadar,sad
sadari,sad
sadarkah,sad
sadarkah,sad
sadarkan,sad
sadisnya,sad
sakit,sad
sakiti,sad
sakiti,sad
sakitiku,sad
sakitnya,sad
salah,sad
salah,sad
semi,sad
sendu,sad
serakah,sad
sunyi,sad
sunyinya,sad
tangis,sad
tangisan,sad
tawan,sad
tega,sad
teganya,sad
tergila,sad
tergila,sad
terjatuh,sad
terjebak,sad
terkapar,sad
terkejut,sad
terluka,sad
terluka,sad
terpuruk,sad
terpuruk,sad
tersakiti,sad
tersesat,sad
tersiksa,sad
tersiksa,sad
tertawan,sad
tertipu,sad
malu,sad
rindu,sad
tersesat,sad
untuk,sad
untukmu,sad
getir,sad
gundah,sad
lara,sad
masygul,sad
menyesak,sad
merana,sad
pedih,sad
pilu,sad
prihatin,sad
sedu,sad
susah hati,sad
terharu,sad
trenyuh,sad
tersentuh,sad
aib,sad
hina,sad
kecil,sad
keji,sad
lembut,sad
murah,sad
nista,sad
pandak,sad
pendek,sad
perlahan,sad
permulaan,sad
renek,sad
ringan,sad
ringkas,sad
sedikit,sad
benguk,sad
buram,sad
guram,sad
kabur,sad
kecut,sad
kelam,sad
kucam,sad
kusam,sad
kusut muka,sad
kuyu,sad
layu,sad
masygul,sad
menderita,sad
mendung,sad
menipu,sad
murung,sad
pucat,sad
pudar,sad
redup,sad
sayu,sad
suram,sad
ampun,sad
menangisi,sad
meratapi,sad
mempersalahkan,sad
mengambinghitamkan,sad
keheningan,sad
kelengangan,sad
kesenyapan,sad
kesunyian,sad
ketenangan,sad
sendiri,sad
kelesuan,sad
kemerosotan,sad
kemunduran,sad
kesulitan,sad
kesusahan,sad
penurunan,sad
resesi,sad
stagnasi,sad
kedukaan,sad
kemurungan,sad
kepedihan,sad
keputusasaan,sad
kesayuan,sad
kesedihan,sad
kesuraman,sad
melankoli,sad
penderitaan,sad
tekanan mental,sad
apak,sad
aus,sad
bacin,sad
bangsai,sad
bapet,sad
basi,sad
bejat,sad
benyek,sad
bonyok,sad
buruk,sad
butut,sad
dengki,sad
hangit,sad
hasad,sad
jahat,sad
jelek,sad
kempuh,sad
kemungkus,sad
keropos,sad
khianat,sad
korup,sad
lapuk,sad
lotak,sad
mesum,sad
mumuk,sad
puih,sad
rapuh,sad
rasan,sad
rebeh,sad
reput,sad
rombeng,sad
rongsok,sad
rusak,sad
sangit,sad
sengak,sad
tebal hati,sad
tembelang,sad
tengik,sad
usang,sad
virulen,sad
getir,sad
terencat,sad
terganjal,sad
terhalang,sad
terhambat,sad
terhenti,sad
tersendat,sad
tertahan,sad
terusik,sad
bengong,sad
berkhayal,sad
berpikir,sad
bertafakur,sad
bingung,sad
mangut,sad
melamun,sad
melenguh,sad
mengelamun,sad
menyerana,sad
tafakur,sad
tepekur,sad
terbengkalai,sad
tercengung,sad
tercengut,sad
tercenung,sad
tercokoh,sad
terdiam,sad
teringat-ingat,sad
termangu,sad
termengung,sad
terpegun,sad
terpekin,sad
